Customer ID,Gender,Senior Citizen,tenure,Contract,Internet Service,Online Security,Premium Tech Support,MonthlyCharges,TotalCharges,Churn
6689-KXGBO,Female,No,1,Month-to-Month,Yes,No,No,50.55,50.55,Yes
6615-NGGZJ,Male,No,14,Month-to-Month,Yes,No,No,100.55,1415.55,Yes
4255-DDUOU,Female,No,1,Month-to-Month,No,No,No,20.5,20.5,Yes
2984-MIIZL,Male,No,4,Month-to-Month,Yes,No,No,74.8,321.9,Yes
5590-YRFJT,Female,No,20,Month-to-Month,Yes,No,No,24.45,482.8,Yes
3677-TNKIO,Female,No,14,Month-to-Month,Yes,No,No,71,914,Yes
3329-WDIOK,Female,No,3,Month-to-Month,Yes,No,No,50.6,155.35,Yes
2873-ZLIWT,Female,No,40,Month-to-Month,Yes,No,Yes,84.85,3303.05,Yes
3415-TAILE,Female,No,2,Month-to-Month,Yes,No,No,65.7,134.35,Yes
1915-IOFGU,Female,No,1,Month-to-Month,Yes,No,No,70.5,70.5,Yes
3045-XETSH,Female,No,10,Month-to-Month,Yes,No,No,94.85,953.45,Yes
7239-HZZCX,Male,No,1,Month-to-Month,No,No,No,19.75,19.75,Yes
7683-CBDKJ,Male,No,14,Month-to-Month,Yes,Yes,No,65.45,937.6,Yes
0628-CNQRM,Male,No,22,One Year,Yes,Yes,Yes,67.5,1544.05,Yes
7665-TOALD,Female,No,1,Month-to-Month,Yes,No,No,69.6,69.6,Yes
0112-QWPNC,Male,No,49,One Year,Yes,Yes,Yes,84.35,4059.35,Yes
2777-PHDEI,Female,No,1,Month-to-Month,Yes,No,No,78.05,78.05,Yes
1196-AMORA,Male,No,7,Month-to-Month,Yes,No,No,73.6,520,Yes
4282-YMKNA,Female,No,9,Month-to-Month,Yes,No,No,74.75,706.6,Yes
5356-RHIPP,Male,No,1,Month-to-Month,No,No,No,20.2,20.2,Yes
0746-JTRFU,Male,No,2,Month-to-Month,Yes,No,No,25.05,56.35,Yes
4628-CTTLA,Male,No,57,Month-to-Month,Yes,No,No,39.3,2111.45,Yes
2876-VBBBL,Female,No,1,Month-to-Month,No,No,No,20.25,20.25,Yes
6834-NXDCA,Female,No,13,Month-to-Month,Yes,No,No,23.9,300.8,Yes
5597-GLBUC,Female,No,1,Month-to-Month,Yes,No,No,85.45,85.45,Yes
2748-MYRVK,Female,No,63,One Year,Yes,No,No,99.9,6137,Yes
4822-YCXMX,Male,No,25,Month-to-Month,Yes,No,No,84.8,2043.45,Yes
9821-POOTN,Male,No,35,Month-to-Month,Yes,No,No,75.2,2576.2,Yes
6559-ILWKJ,Male,No,71,Two Year,Yes,No,No,49.35,3515.25,Yes
4229-CZMLL,Male,No,6,Month-to-Month,Yes,No,No,74.9,469.8,Yes
3663-MITLP,Female,No,15,Month-to-Month,Yes,No,No,101.25,1457.25,Yes
9025-ZRPVR,Male,No,9,Month-to-Month,No,No,No,18.95,185.6,Yes
3285-UCQVC,Female,No,37,Month-to-Month,Yes,No,Yes,28.6,973.55,Yes
3737-GCSPV,Female,No,11,Month-to-Month,Yes,Yes,Yes,96.2,1222.05,Yes
4088-YLDSU,Male,No,55,One Year,Yes,No,Yes,104.15,5743.05,Yes
5797-APWZC,Female,No,1,Month-to-Month,Yes,No,No,90.6,90.6,Yes
3683-QKIUE,Female,No,6,Month-to-Month,Yes,No,Yes,50.8,288.05,Yes
4228-ZGYUW,Male,No,4,Month-to-Month,Yes,No,No,90.05,368.1,Yes
3519-ZKXGG,Female,No,3,Month-to-Month,Yes,No,No,75.85,256.6,Yes
6416-TVAIH,Male,No,1,Month-to-Month,Yes,No,No,68.5,68.5,Yes
5108-ADXWO,Male,No,11,Month-to-Month,Yes,Yes,No,73.5,791.75,Yes
3066-RRJIO,Female,No,1,Month-to-Month,Yes,No,No,69.95,69.95,Yes
6715-OFDBP,Male,No,5,Month-to-Month,Yes,No,No,70.05,346.4,Yes
1567-DSCIC,Male,No,8,Month-to-Month,Yes,No,No,94,773.65,Yes
2150-UWTFY,Female,No,22,Month-to-Month,Yes,Yes,No,61.15,1422.05,Yes
2683-BPJSO,Male,No,29,Month-to-Month,Yes,Yes,No,84.45,2467.1,Yes
2157-MXBJS,Male,No,13,One Year,Yes,No,No,75.3,989.45,Yes
1087-UDSIH,Female,No,3,Month-to-Month,No,No,No,19.6,59.75,Yes
5445-PZWGX,Male,No,62,One Year,Yes,Yes,Yes,102,6529.25,Yes
9170-CCKOU,Male,No,17,Month-to-Month,Yes,Yes,No,90.2,1454.15,Yes
1043-YCUTE,Male,No,56,Two Year,No,No,No,25.15,1327.15,Yes
3814-MLAXC,Female,No,31,Month-to-Month,Yes,No,Yes,79.85,2404.15,Yes
1226-UDFZR,Female,No,2,Month-to-Month,Yes,No,No,49.6,114.7,Yes
5442-UTCVD,Male,No,3,Month-to-Month,Yes,No,No,91.85,257.05,Yes
7734-DBOAI,Female,No,1,Month-to-Month,Yes,No,Yes,40.1,40.1,Yes
2114-MGINA,Female,No,14,Month-to-Month,Yes,No,No,89.8,1129.1,Yes
4489-SNOJF,Female,No,35,Month-to-Month,Yes,Yes,Yes,72.25,2568.55,Yes
2187-LZGPL,Female,No,7,Month-to-Month,Yes,No,No,40.1,293.3,Yes
9019-QVLZD,Female,No,1,Month-to-Month,Yes,No,No,79.55,79.55,Yes
3707-LRWZD,Female,No,32,One Year,Yes,No,No,84.05,2781.85,Yes
1455-ESIQH,Male,No,1,Month-to-Month,Yes,No,No,89.1,89.1,Yes
2979-SXESE,Female,No,17,Month-to-Month,Yes,Yes,No,94.4,1607.2,Yes
4013-TLDHQ,Male,No,19,Month-to-Month,Yes,No,No,78.25,1490.95,Yes
6121-VZNQB,Female,No,1,Month-to-Month,No,No,No,19.1,19.1,Yes
6996-KNSML,Female,No,1,Month-to-Month,Yes,No,No,74.9,74.9,Yes
2592-SEIFQ,Male,No,3,Month-to-Month,Yes,No,No,24.75,66.95,Yes
8642-GVWRF,Female,No,2,Month-to-Month,Yes,No,No,79.7,165,Yes
3400-ESFUW,Male,No,55,Two Year,Yes,Yes,Yes,57.55,3046.4,Yes
2057-ZBLPD,Female,No,21,Month-to-Month,Yes,No,No,86.5,1808.7,Yes
5502-RLUYV,Female,No,69,Month-to-Month,Yes,No,No,103.95,7446.9,Yes
9039-RBEEE,Male,No,39,Month-to-Month,Yes,Yes,Yes,48.95,1880.85,Yes
8417-FMLZI,Male,No,6,Month-to-Month,Yes,No,No,83.55,477.55,Yes
0515-YPMCW,Male,No,1,Month-to-Month,Yes,No,No,70.45,70.45,Yes
0378-XSZPU,Male,No,58,One Year,Yes,Yes,No,60.3,3563.8,Yes
4729-XKASR,Male,No,1,Month-to-Month,Yes,No,No,24.75,24.75,Yes
5449-FIBXJ,Male,No,19,Month-to-Month,Yes,No,Yes,103.3,2012.7,Yes
9837-BMCLM,Male,No,3,Month-to-Month,Yes,No,No,78.5,242.05,Yes
0137-UDEUO,Female,No,3,Month-to-Month,No,No,No,19.85,63.75,Yes
4925-LMHOK,Male,No,15,Month-to-Month,Yes,No,Yes,58.6,939.7,Yes
1455-UGQVH,Male,No,10,Month-to-Month,Yes,No,No,98.5,1037.75,Yes
8280-MQRQN,Female,No,1,Month-to-Month,Yes,No,No,50.45,50.45,Yes
2037-SGXHH,Male,No,38,Month-to-Month,Yes,No,No,94.65,3624.3,Yes
3178-FESZO,Female,No,1,Month-to-Month,Yes,No,No,100.25,100.25,Yes
6087-MVHJH,Female,No,16,Month-to-Month,Yes,No,No,88.45,1422.1,Yes
4603-JANFB,Male,No,1,Month-to-Month,Yes,No,No,69.85,69.85,Yes
3018-TFTSU,Male,No,12,Month-to-Month,Yes,Yes,No,81.7,858.6,Yes
4806-KEXQR,Male,No,4,Month-to-Month,Yes,No,No,79.9,324.3,Yes
7083-YNSKY,Female,No,15,Month-to-Month,No,No,No,25.4,399.6,Yes
7434-SHXLS,Female,No,1,Month-to-Month,No,No,No,20.9,20.9,Yes
7908-QCBCA,Female,No,1,Month-to-Month,Yes,No,No,69.4,69.4,Yes
6711-FLDFB,Female,No,7,Month-to-Month,Yes,No,No,74.9,541.15,Yes
4702-IOQDC,Female,No,1,Month-to-Month,Yes,No,No,70.1,70.1,Yes
6178-KFNHS,Female,No,12,Month-to-Month,Yes,Yes,No,78.3,909.25,Yes
1264-BYWMS,Male,No,55,Month-to-Month,Yes,No,No,96.8,5283.95,Yes
9658-WYUFB,Female,No,17,Month-to-Month,Yes,Yes,No,94.4,1617.5,Yes
2013-SGDXK,Female,No,1,Month-to-Month,Yes,No,No,84.3,84.3,Yes
3506-LCJDC,Male,No,1,Month-to-Month,No,No,No,19.95,19.95,Yes
3934-HXCFZ,Male,No,23,Month-to-Month,Yes,Yes,No,99.25,2186.4,Yes
7666-WKRON,Female,No,39,Two Year,Yes,No,Yes,80.45,3201.55,Yes
4910-AQFFX,Male,No,9,Month-to-Month,Yes,No,No,79.35,661.25,Yes
2154-KVJFF,Female,No,15,Month-to-Month,Yes,No,No,79.75,1111.85,Yes
9647-ERGBE,Female,No,30,Month-to-Month,Yes,No,No,100.05,3046.15,Yes
3428-XZMAZ,Male,No,1,Month-to-Month,Yes,No,No,69.35,69.35,Yes
0378-TOVMS,Female,No,3,Month-to-Month,Yes,No,Yes,85.8,272.2,Yes
4355-HBJHH,Male,No,67,Two Year,Yes,Yes,No,79.7,5293.4,Yes
0318-QUUOB,Male,No,1,Month-to-Month,Yes,No,No,80.55,80.55,Yes
5520-FVEWJ,Female,No,12,Month-to-Month,Yes,No,No,84.5,916.9,Yes
5572-ZDXHY,Female,No,22,Month-to-Month,Yes,No,No,84.3,1855.65,Yes
3750-CKVKH,Male,No,2,Month-to-Month,Yes,No,No,67.75,116.65,Yes
4547-KQRTM,Female,No,10,Month-to-Month,Yes,No,No,80.05,830.7,Yes
4877-EVATK,Male,No,1,Month-to-Month,No,No,No,20,20,Yes
7639-SUPCW,Female,No,22,Month-to-Month,Yes,Yes,No,48.8,1054.6,Yes
4658-HCOHW,Female,No,21,Month-to-Month,Yes,No,Yes,102.8,2110.15,Yes
3440-JPSCL,Female,No,6,Month-to-Month,Yes,No,Yes,99.95,547.65,Yes
2889-FPWRM,Male,No,72,One Year,Yes,Yes,Yes,117.8,8684.8,Yes
4290-BSXUX,Male,No,3,Month-to-Month,Yes,No,Yes,79.65,251.75,Yes
0325-XBFAC,Male,No,8,Month-to-Month,Yes,No,No,94.7,740.3,Yes
2462-XIIJB,Male,No,5,Month-to-Month,Yes,No,No,92.5,452.7,Yes
4760-XOHVN,Female,No,1,Month-to-Month,No,No,No,19.45,19.45,Yes
7817-BOQPW,Female,No,2,Month-to-Month,Yes,No,No,75.55,166.3,Yes
1853-UDXBW,Male,No,1,Month-to-Month,Yes,No,No,70,70,Yes
5458-CQJTA,Male,No,65,Two Year,Yes,Yes,Yes,74.8,4820.15,Yes
5219-YIPTK,Female,No,33,Month-to-Month,Yes,No,No,104.4,3409.6,Yes
3540-RZJYU,Female,No,15,Month-to-Month,Yes,Yes,No,86.2,1270.2,Yes
2091-MJTFX,Female,No,30,Month-to-Month,Yes,No,Yes,51.2,1561.5,Yes
0883-EIBTI,Female,No,2,Month-to-Month,No,No,No,19.5,31.55,Yes
7571-YXDAD,Female,No,2,Month-to-Month,Yes,No,No,74.9,147.15,Yes
3393-FMZPV,Female,No,25,Month-to-Month,Yes,No,No,100.25,2387.75,Yes
7486-KSRVI,Male,No,43,One Year,Yes,No,Yes,100,4211.55,Yes
8443-WVPSS,Male,No,10,Month-to-Month,Yes,No,Yes,99.85,990.9,Yes
3006-XIMLN,Female,No,2,Month-to-Month,Yes,No,No,94.2,193.8,Yes
6305-YLBMM,Male,No,69,One Year,Yes,No,Yes,104.05,7262,Yes
3647-GMGDH,Male,No,22,Month-to-Month,Yes,No,No,94.7,1914.9,Yes
6595-COKXZ,Female,No,1,Month-to-Month,Yes,No,No,44.45,44.45,Yes
0362-ZBZWJ,Male,No,36,Month-to-Month,Yes,No,No,84.9,3067.2,Yes
4211-MMAZN,Male,No,1,Month-to-Month,No,No,No,20.25,20.25,Yes
4274-OWWYO,Male,No,1,Month-to-Month,Yes,No,No,74.35,74.35,Yes
1541-ETJZO,Male,No,1,Month-to-Month,Yes,No,Yes,62.05,62.05,Yes
4106-HADHQ,Male,No,39,One Year,Yes,Yes,Yes,80,3182.95,Yes
2369-UAPKZ,Male,No,5,Month-to-Month,Yes,No,No,104.1,541.9,Yes
0637-KVDLV,Male,No,2,Month-to-Month,Yes,No,No,76.5,162.45,Yes
6633-MPWBS,Male,No,5,Month-to-Month,Yes,No,Yes,49.2,216.9,Yes
8785-EPNCG,Male,No,11,Month-to-Month,No,No,No,23.15,245.2,Yes
5729-KLZAR,Female,No,4,Month-to-Month,Yes,No,No,80.85,302.75,Yes
1582-RAFML,Male,No,1,Month-to-Month,Yes,No,Yes,60.1,60.1,Yes
8740-CRYFY,Male,No,1,Month-to-Month,Yes,No,No,78.95,78.95,Yes
2962-XPMCQ,Male,No,2,Month-to-Month,Yes,No,No,45.15,98.5,Yes
1678-FYZOW,Female,No,3,Month-to-Month,Yes,No,No,79.4,244.65,Yes
8627-EHGIP,Male,No,44,One Year,Yes,No,No,53.95,2375.4,Yes
5480-TBGPH,Female,No,24,Month-to-Month,Yes,No,No,99.3,2431.35,Yes
8854-CCVSQ,Male,No,18,Month-to-Month,Yes,No,No,80.65,1451.9,Yes
0511-JTEOY,Female,No,1,Month-to-Month,Yes,No,No,71.1,71.1,Yes
6532-YLWSI,Female,No,53,One Year,No,No,No,20.8,1021.8,Yes
5175-AOBHI,Female,No,4,Month-to-Month,Yes,No,No,46,193.6,Yes
5174-RNGBH,Female,No,9,Month-to-Month,Yes,No,Yes,66.25,620.55,Yes
7270-BDIOA,Female,No,22,Month-to-Month,Yes,No,Yes,90,1993.8,Yes
9565-JSNFM,Male,No,38,One Year,Yes,No,No,70.45,2597.6,Yes
0607-DAAHE,Male,No,53,Two Year,No,No,No,19.75,1052.35,Yes
9732-KPKBW,Male,No,1,Month-to-Month,Yes,Yes,Yes,53.95,53.95,Yes
9560-ARGQJ,Female,No,16,Month-to-Month,Yes,No,No,81,1312.15,Yes
5134-IKDAY,Female,No,1,Month-to-Month,Yes,No,No,69.8,69.8,Yes
5380-AFSSK,Female,No,5,Month-to-Month,Yes,No,No,93.9,486.85,Yes
8714-EUHJO,Female,No,31,Month-to-Month,Yes,No,No,91.15,2995.45,Yes
3721-CNEYS,Female,No,2,Month-to-Month,Yes,No,No,70.95,137.95,Yes
2568-OIADY,Female,No,37,Month-to-Month,Yes,No,No,99.5,3762,Yes
1193-RTSLK,Female,No,38,Month-to-Month,Yes,Yes,No,83.9,3233.6,Yes
5923-GXUOC,Male,No,10,Month-to-Month,Yes,Yes,No,104.4,1081.45,Yes
4432-ADRLB,Male,No,2,Month-to-Month,Yes,No,No,44.65,74.9,Yes
8993-PHFWD,Female,No,3,Month-to-Month,Yes,No,No,25.25,58.9,Yes
1565-RHDJD,Female,No,4,Month-to-Month,Yes,No,No,84.05,333.55,Yes
3765-JXVKY,Female,No,1,Month-to-Month,Yes,No,No,74.7,74.7,Yes
7330-WZLNC,Female,No,5,Month-to-Month,Yes,No,No,90.8,455.5,Yes
6635-MYYYZ,Female,No,30,One Year,Yes,Yes,Yes,85.35,2530.4,Yes
5378-IKEEG,Female,No,1,Month-to-Month,Yes,No,No,35.75,35.75,Yes
6413-XKKPU,Male,No,17,Month-to-Month,Yes,Yes,No,89.4,1539.45,Yes
1449-XQEMT,Male,No,3,Month-to-Month,No,No,No,19.8,58.15,Yes
2626-URJFX,Male,No,4,Month-to-Month,Yes,No,No,50.9,225.6,Yes
2612-RRIDN,Male,No,4,Month-to-Month,Yes,No,No,81,340.85,Yes
4735-ASGMA,Male,No,26,Month-to-Month,Yes,No,No,98.35,2515.3,Yes
3669-LVWZB,Male,No,5,Month-to-Month,Yes,No,No,51,305.95,Yes
6892-EZDTG,Female,No,4,Month-to-Month,Yes,No,No,91.65,365.4,Yes
9725-SCPZG,Male,No,1,Month-to-Month,Yes,No,No,90.85,90.85,Yes
5884-GCYMI,Male,No,1,Month-to-Month,Yes,No,No,69.4,69.4,Yes
7853-GVUDZ,Female,No,1,Month-to-Month,No,No,No,20.15,20.15,Yes
3943-KDREE,Female,No,26,Month-to-Month,Yes,No,No,74.95,1834.95,Yes
9239-ZBZZV,Female,No,6,Month-to-Month,Yes,No,No,47.95,305.1,Yes
4398-HSCJH,Female,No,3,Month-to-Month,Yes,No,Yes,63.6,155.65,Yes
4430-UZIPO,Male,No,3,Month-to-Month,Yes,No,Yes,36.85,108.7,Yes
4855-SNKMY,Female,No,1,Month-to-Month,Yes,No,No,44.1,44.1,Yes
8008-HAWED,Male,No,14,Month-to-Month,Yes,No,No,50.75,712.75,Yes
1502-XFCVR,Female,No,58,One Year,Yes,Yes,No,106.45,6145.85,Yes
9692-TUSXH,Female,No,18,Month-to-Month,Yes,Yes,No,96.05,1740.7,Yes
7912-SYRQT,Female,No,7,Month-to-Month,Yes,No,No,75.1,552.95,Yes
8292-TYSPY,Male,No,19,Month-to-Month,Yes,No,Yes,55,1046.5,Yes
1867-BDVFH,Male,No,11,Month-to-Month,Yes,No,No,74.35,834.2,Yes
2359-QWQUL,Female,No,39,One Year,Yes,Yes,Yes,104.7,4134.85,Yes
9103-TCIHJ,Female,No,15,Month-to-Month,Yes,Yes,No,55.7,899.8,Yes
4140-WJAWW,Female,No,5,Month-to-Month,No,No,No,19.85,108.05,Yes
6653-CBBOM,Female,No,1,Month-to-Month,Yes,No,No,70.3,70.3,Yes
6101-IMRMM,Male,No,6,Month-to-Month,Yes,No,No,94.5,575.45,Yes
8943-URTMR,Female,No,2,Month-to-Month,Yes,No,No,79.65,152.7,Yes
2955-PSXOE,Female,No,1,Month-to-Month,No,No,No,20.2,20.2,Yes
7762-URZQH,Male,No,66,Two Year,Yes,Yes,No,106.05,6981.35,Yes
6907-NZZIJ,Female,No,36,Month-to-Month,Yes,No,No,99.15,3615.6,Yes
2911-UREFD,Female,No,39,Month-to-Month,Yes,Yes,No,55.9,2184.35,Yes
3744-ZRRDZ,Male,No,21,Month-to-Month,Yes,No,No,82.35,1852.85,Yes
5673-TIYIB,Male,No,2,Month-to-Month,Yes,No,Yes,40.4,77.15,Yes
1602-IJQQE,Female,No,4,Month-to-Month,Yes,No,No,75.35,338.1,Yes
4628-WQCQQ,Male,No,35,One Year,Yes,No,No,85.15,3030.6,Yes
1644-IRKSF,Female,No,33,One Year,Yes,No,No,93.8,3124.5,Yes
3705-PSNGL,Male,No,45,One Year,No,No,No,20.4,930.45,Yes
2606-RMDHZ,Male,No,6,Month-to-Month,Yes,No,No,30.5,208.7,Yes
6861-OKBCE,Female,No,11,Month-to-Month,No,No,No,20.1,221.35,Yes
9940-RHLFB,Female,No,1,Month-to-Month,Yes,No,No,75.3,75.3,Yes
1383-EZRWL,Female,No,7,Month-to-Month,No,No,No,20.05,164.85,Yes
4759-TRPLW,Male,No,1,Month-to-Month,Yes,No,No,70.4,70.4,Yes
8563-IIOXK,Male,No,7,One Year,Yes,Yes,No,49.75,331.3,Yes
2982-VPSGI,Female,No,11,Month-to-Month,Yes,No,No,94,1078.9,Yes
8199-ZLLSA,Male,No,67,One Year,Yes,Yes,Yes,118.35,7804.15,Yes
4625-EWPTF,Male,No,8,Month-to-Month,Yes,Yes,No,30.45,226.45,Yes
5980-NOPLP,Female,No,44,Month-to-Month,Yes,No,No,96.1,4364.1,Yes
9874-QLCLH,Female,No,17,Month-to-Month,Yes,Yes,No,104.2,1743.5,Yes
6000-APYLU,Male,No,9,Month-to-Month,Yes,No,No,80.8,713.1,Yes
0947-IDHRQ,Female,No,7,Month-to-Month,Yes,No,No,80.3,526.7,Yes
9048-JVYVF,Male,No,3,Month-to-Month,Yes,No,Yes,69.35,191.35,Yes
1902-XBTFB,Male,No,22,Month-to-Month,Yes,No,No,89.4,2001.5,Yes
2794-XIMMO,Male,No,53,One Year,Yes,No,Yes,60.45,3184.25,Yes
8382-SHQEH,Female,No,8,Month-to-Month,Yes,No,No,84.9,764.95,Yes
2983-ZANRP,Female,No,2,Month-to-Month,Yes,No,No,73.55,145.4,Yes
7845-URHJN,Female,No,8,Month-to-Month,No,No,No,20.15,156.25,Yes
3034-ZBEQN,Female,No,48,One Year,Yes,No,No,34.7,1604.5,Yes
0302-JOIVN,Female,No,8,Month-to-Month,Yes,No,No,101.15,842.9,Yes
5366-IJEQJ,Male,No,20,Month-to-Month,Yes,No,No,88.7,1761.45,Yes
1981-INRFU,Female,No,2,Month-to-Month,Yes,No,No,79.75,164.5,Yes
4971-PUYQO,Female,No,27,Month-to-Month,Yes,No,No,94.55,2724.6,Yes
1527-SXDPN,Male,No,52,Two Year,Yes,No,Yes,96.25,4990.25,Yes
8634-CILSZ,Male,No,69,One Year,Yes,No,Yes,104.7,7220.35,Yes
6682-QJDGB,Male,No,40,Month-to-Month,Yes,Yes,No,55.25,2139.2,Yes
8780-IXSTS,Female,No,6,Month-to-Month,Yes,No,No,90.1,521.3,Yes
9530-EHPOH,Male,No,11,Month-to-Month,Yes,No,No,53.75,608,Yes
0345-HKJVM,Female,No,6,Month-to-Month,Yes,No,No,89.3,577.6,Yes
3049-SOLAY,Female,No,3,Month-to-Month,Yes,No,No,95.2,292.85,Yes
3235-ETOOB,Male,No,8,Month-to-Month,Yes,Yes,No,74.5,609.9,Yes
8058-INTPH,Female,No,1,Month-to-Month,Yes,No,No,79.65,79.65,Yes
8821-XNHVZ,Female,No,1,Month-to-Month,Yes,No,No,80.05,80.05,Yes
2082-OJVTK,Male,No,29,Month-to-Month,Yes,No,No,89.2,2698.35,Yes
5940-NFXKV,Male,No,19,Month-to-Month,Yes,No,No,83.65,1465.75,Yes
8053-WWDRO,Female,No,6,Month-to-Month,No,No,No,19.5,146.3,Yes
9564-KCLHR,Male,No,1,Month-to-Month,Yes,No,Yes,51.25,51.25,Yes
2082-CEFLT,Male,No,1,Month-to-Month,Yes,No,No,45.6,45.6,Yes
1213-NGCUN,Female,No,6,Month-to-Month,Yes,No,Yes,49.65,267.35,Yes
5688-KZTSN,Male,No,15,Month-to-Month,No,No,No,20,288.05,Yes
2894-QOJRX,Female,No,25,Month-to-Month,Yes,No,No,34,853,Yes
3143-JQEGI,Female,No,13,Month-to-Month,Yes,No,No,88.35,1222.8,Yes
6386-SZZKH,Female,No,49,Two Year,Yes,No,Yes,107.95,5293.2,Yes
3521-SYVOR,Female,No,37,Month-to-Month,Yes,No,No,64.75,2345.2,Yes
9526-JAWYF,Male,No,26,Month-to-Month,Yes,No,No,89.8,2335.3,Yes
5649-VUKMC,Female,No,12,One Year,Yes,No,No,95.5,1115.15,Yes
4919-IKATY,Male,No,5,Month-to-Month,Yes,Yes,No,84.5,453.75,Yes
9050-QLROH,Male,No,18,Month-to-Month,Yes,No,No,90.7,1597.25,Yes
0877-SDMBN,Female,No,54,One Year,Yes,Yes,No,103.95,5639.05,Yes
8065-YKXKD,Female,No,10,Month-to-Month,Yes,No,No,74.75,799.65,Yes
9637-EIHEQ,Female,No,1,Month-to-Month,Yes,No,Yes,50.8,50.8,Yes
9689-PTNPG,Male,No,2,Month-to-Month,Yes,No,No,80.25,144.55,Yes
9465-RWMXL,Male,No,32,Month-to-Month,Yes,No,No,78.9,2447.95,Yes
2362-IBOOY,Male,No,36,Month-to-Month,Yes,No,No,84.75,3050.15,Yes
0843-WTBXE,Male,No,53,Month-to-Month,Yes,No,No,85.45,4517.25,Yes
5515-IDEJJ,Male,No,1,Month-to-Month,No,No,No,19.9,19.9,Yes
5376-DEQCP,Female,No,1,Month-to-Month,Yes,No,No,70.6,70.6,Yes
9095-HFAFX,Female,No,5,Month-to-Month,Yes,No,No,81,389.6,Yes
2379-ENZGV,Male,No,6,Month-to-Month,Yes,No,No,84.85,523.5,Yes
2722-VOJQL,Male,No,64,One Year,Yes,No,Yes,105.65,6903.1,Yes
5228-EXCET,Male,No,13,Month-to-Month,Yes,No,No,80.85,1008.7,Yes
7394-FKDNK,Female,No,9,Month-to-Month,Yes,No,No,89.45,853.1,Yes
6331-LWDTQ,Male,No,10,Month-to-Month,Yes,No,No,72.15,794.25,Yes
1597-FZREH,Female,No,2,Month-to-Month,Yes,No,Yes,76.4,160.8,Yes
0727-IWKVK,Male,No,9,Month-to-Month,Yes,No,No,79.9,741.7,Yes
3512-IZIKN,Female,No,70,Two Year,Yes,Yes,Yes,65.3,4759.75,Yes
6141-OOXUQ,Male,No,1,Month-to-Month,No,No,No,19.65,19.65,Yes
7503-ZGUZJ,Male,No,1,Month-to-Month,Yes,No,No,84.65,84.65,Yes
8718-PTMEZ,Female,No,13,Month-to-Month,Yes,No,No,31.05,347.25,Yes
2207-OBZNX,Male,No,7,Month-to-Month,Yes,Yes,No,51,354.05,Yes
6142-VSJQO,Female,No,1,Month-to-Month,Yes,No,No,44.35,44.35,Yes
6437-UKHMV,Female,No,7,Month-to-Month,Yes,No,No,79.7,586.05,Yes
1114-CENIM,Male,No,54,Month-to-Month,Yes,No,No,55,3092.65,Yes
6289-CPNLD,Male,No,33,One Year,Yes,No,Yes,73.9,2405.05,Yes
5536-SLHPM,Female,No,55,Month-to-Month,Yes,No,No,77.75,4458.15,Yes
8837-VVWLQ,Female,No,8,Month-to-Month,Yes,Yes,No,84.95,668.4,Yes
2696-NARTR,Male,No,11,Month-to-Month,Yes,No,Yes,73.85,926.25,Yes
7614-QVWQL,Male,No,49,One Year,Yes,No,No,51.8,2541.25,Yes
1809-DMJHQ,Female,No,5,Month-to-Month,Yes,No,No,46,221.7,Yes
6923-EFPNL,Male,No,4,Month-to-Month,Yes,No,No,51.75,201.1,Yes
9574-RKJIF,Male,No,30,Month-to-Month,Yes,Yes,No,94.4,2838.7,Yes
2619-WFQWU,Female,No,1,Month-to-Month,Yes,No,No,70.15,70.15,Yes
0778-NELLA,Male,No,9,Month-to-Month,Yes,No,No,34.7,296.1,Yes
4614-NUVZD,Female,No,1,Month-to-Month,Yes,No,No,81.1,81.1,Yes
3803-KMQFW,Female,No,1,Month-to-Month,No,No,No,20.55,20.55,Yes
6804-GDMOI,Female,No,61,Two Year,Yes,No,Yes,106.6,6428.4,Yes
9572-MTILT,Male,No,59,Month-to-Month,Yes,Yes,Yes,106.75,6252.9,Yes
9611-CTWIH,Female,No,3,Month-to-Month,Yes,No,No,89.45,240.45,Yes
0329-GTIAJ,Female,No,3,Month-to-Month,Yes,No,Yes,97.9,315.3,Yes
6629-CZTTH,Male,No,1,Month-to-Month,Yes,No,No,55.7,55.7,Yes
5364-EVNIB,Male,No,13,Month-to-Month,Yes,No,No,79.8,973.45,Yes
5087-SUURX,Female,No,18,Month-to-Month,Yes,No,No,39.05,669.85,Yes
4929-BSTRX,Female,No,1,Month-to-Month,Yes,No,No,53.55,53.55,Yes
2225-ZRGSG,Female,No,70,Two Year,Yes,Yes,Yes,93.9,6579.05,Yes
5271-YNWVR,Male,No,68,Two Year,Yes,Yes,Yes,113.15,7856,Yes
6330-JKLPC,Male,No,11,Month-to-Month,Yes,No,No,80.5,896.9,Yes
4667-OHGKG,Male,No,1,Month-to-Month,No,No,No,19.3,19.3,Yes
1660-HSOOQ,Male,No,1,Month-to-Month,Yes,No,No,49.65,49.65,Yes
7253-UVNDW,Female,No,46,Two Year,Yes,No,Yes,54.35,2460.15,Yes
7228-OMTPN,Male,No,4,Month-to-Month,Yes,No,No,88.45,370.65,Yes
2344-JMOGN,Male,No,9,Month-to-Month,Yes,No,Yes,94.85,890.6,Yes
3799-ISUZQ,Male,No,7,Month-to-Month,Yes,No,No,69.95,529.5,Yes
1794-HBQTJ,Female,No,1,Month-to-Month,Yes,Yes,No,48.6,48.6,Yes
